ImageNumber	ObjectNumber	AreaShape_Area	AreaShape_Center_X	AreaShape_Center_Y	AreaShape_Compactness	AreaShape_Eccentricity	AreaShape_EulerNumber	AreaShape_Extent	AreaShape_FormFactor	AreaShape_MajorAxisLength	AreaShape_MaxFeretDiameter	AreaShape_MaximumRadius	AreaShape_MeanRadius	AreaShape_MedianRadius	AreaShape_MinFeretDiameter	AreaShape_MinorAxisLength	AreaShape_Orientation	AreaShape_Perimeter	AreaShape_Solidity	AreaShape_Zernike_0_0	AreaShape_Zernike_1_1	AreaShape_Zernike_2_0	AreaShape_Zernike_2_2	AreaShape_Zernike_3_1	AreaShape_Zernike_3_3	AreaShape_Zernike_4_0	AreaShape_Zernike_4_2	AreaShape_Zernike_4_4	AreaShape_Zernike_5_1	AreaShape_Zernike_5_3	AreaShape_Zernike_5_5	AreaShape_Zernike_6_0	AreaShape_Zernike_6_2	AreaShape_Zernike_6_4	AreaShape_Zernike_6_6	AreaShape_Zernike_7_1	AreaShape_Zernike_7_3	AreaShape_Zernike_7_5	AreaShape_Zernike_7_7	AreaShape_Zernike_8_0	AreaShape_Zernike_8_2	AreaShape_Zernike_8_4	AreaShape_Zernike_8_6	AreaShape_Zernike_8_8	AreaShape_Zernike_9_1	AreaShape_Zernike_9_3	AreaShape_Zernike_9_5	AreaShape_Zernike_9_7	AreaShape_Zernike_9_9	Granularity_1_BF_image	Granularity_2_BF_image	Granularity_3_BF_image	Granularity_4_BF_image	Granularity_5_BF_image	Intensity_IntegratedIntensityEdge_BF_image	Intensity_IntegratedIntensity_BF_image	Intensity_LowerQuartileIntensity_BF_image	Intensity_MADIntensity_BF_image	Intensity_MassDisplacement_BF_image	Intensity_MaxIntensityEdge_BF_image	Intensity_MaxIntensity_BF_image	Intensity_MeanIntensityEdge_BF_image	Intensity_MeanIntensity_BF_image	Intensity_MedianIntensity_BF_image	Intensity_MinIntensityEdge_BF_image	Intensity_MinIntensity_BF_image	Intensity_StdIntensityEdge_BF_image	Intensity_StdIntensity_BF_image	Intensity_UpperQuartileIntensity_BF_image	Location_CenterMassIntensity_X_BF_image	Location_CenterMassIntensity_Y_BF_image	Location_Center_X	Location_Center_Y	Location_MaxIntensity_X_BF_image	Location_MaxIntensity_Y_BF_image	Number_Object_Number	RadialDistribution_FracAtD_BF_image_1of4	RadialDistribution_FracAtD_BF_image_2of4	RadialDistribution_FracAtD_BF_image_3of4	RadialDistribution_FracAtD_BF_image_4of4	RadialDistribution_MeanFrac_BF_image_1of4	RadialDistribution_MeanFrac_BF_image_2of4	RadialDistribution_MeanFrac_BF_image_3of4	RadialDistribution_MeanFrac_BF_image_4of4	RadialDistribution_RadialCV_BF_image_1of4	RadialDistribution_RadialCV_BF_image_2of4	RadialDistribution_RadialCV_BF_image_3of4	RadialDistribution_RadialCV_BF_image_4of4	Texture_AngularSecondMoment_BF_image_3_0	Texture_AngularSecondMoment_BF_image_3_135	Texture_AngularSecondMoment_BF_image_3_45	Texture_AngularSecondMoment_BF_image_3_90	Texture_Contrast_BF_image_3_0	Texture_Contrast_BF_image_3_135	Texture_Contrast_BF_image_3_45	Texture_Contrast_BF_image_3_90	Texture_Correlation_BF_image_3_0	Texture_Correlation_BF_image_3_135	Texture_Correlation_BF_image_3_45	Texture_Correlation_BF_image_3_90	Texture_DifferenceEntropy_BF_image_3_0	Texture_DifferenceEntropy_BF_image_3_135	Texture_DifferenceEntropy_BF_image_3_45	Texture_DifferenceEntropy_BF_image_3_90	Texture_DifferenceVariance_BF_image_3_0	Texture_DifferenceVariance_BF_image_3_135	Texture_DifferenceVariance_BF_image_3_45	Texture_DifferenceVariance_BF_image_3_90	Texture_Entropy_BF_image_3_0	Texture_Entropy_BF_image_3_135	Texture_Entropy_BF_image_3_45	Texture_Entropy_BF_image_3_90	Texture_Gabor_BF_image_3	Texture_InfoMeas1_BF_image_3_0	Texture_InfoMeas1_BF_image_3_135	Texture_InfoMeas1_BF_image_3_45	Texture_InfoMeas1_BF_image_3_90	Texture_InfoMeas2_BF_image_3_0	Texture_InfoMeas2_BF_image_3_135	Texture_InfoMeas2_BF_image_3_45	Texture_InfoMeas2_BF_image_3_90	Texture_InverseDifferenceMoment_BF_image_3_0	Texture_InverseDifferenceMoment_BF_image_3_135	Texture_InverseDifferenceMoment_BF_image_3_45	Texture_InverseDifferenceMoment_BF_image_3_90	Texture_SumAverage_BF_image_3_0	Texture_SumAverage_BF_image_3_135	Texture_SumAverage_BF_image_3_45	Texture_SumAverage_BF_image_3_90	Texture_SumEntropy_BF_image_3_0	Texture_SumEntropy_BF_image_3_135	Texture_SumEntropy_BF_image_3_45	Texture_SumEntropy_BF_image_3_90	Texture_SumVariance_BF_image_3_0	Texture_SumVariance_BF_image_3_135	Texture_SumVariance_BF_image_3_45	Texture_SumVariance_BF_image_3_90	Texture_Variance_BF_image_3_0	Texture_Variance_BF_image_3_135	Texture_Variance_BF_image_3_45	Texture_Variance_BF_image_3_90
1	1	1010	27.0	28.0	1.00190012034	0.33003621524	1.0	0.779922779923	0.90819418565	36.9191471289	36.6196668472	17.4642491966	6.22981411496	5.38516480713	34.0	34.8505034815	27.9432049465	118.216	0.961904761905	0.958964906922	0.0242794041735	0.0363744088778	0.0260065525414	0.018983048295	0.00518610818531	0.0281941395388	0.0203035831683	0.00536765687284	0.0117703671747	0.00296750026016	0.00531228200128	0.018411462108	0.0136386398664	0.00442271984899	0.000779911856313	0.00460978770073	0.0032053216156	0.00446491150197	0.000668532002949	0.00912565073482	0.00756121844613	0.00429758643011	0.00168312796985	0.00174488510697	0.00240938089247	0.00430710644927	0.00328882828676	0.000656016609066	0.00322904988438	2.16697907488	4.25281137235	7.60843426567	8.85789339386	2.67213056639	0.21468778077	1.96369724743	0.000503304036101	0.0013427939266	0.774024915288	0.00251773837954	0.00596627686173	0.00153348414836	0.00194425470043	0.00183108262718	0.0	0.0	0.000762424977156	0.00154072570225	0.00318150594831	26.0014935254	27.6429568901	26.7376237624	27.8821782178	27.0	37.0	1	0.0722895	0.309037	0.424711	0.193963	1.19692482299	1.7244584455	1.29594600903	0.448289475397	0.0603658481865	0.0627142565475	0.0918032613778	0.444386967601	0.0501193492262	0.0362229815334	0.0362366640092	0.049726491306	3.81436464088	6.5644028103	6.23228803717	4.48832035595	0.54434779671	0.224273734786	0.262154500499	0.47085335381	1.55894231665	1.78014565831	1.75719717842	1.62645549686	1.94910289674	2.97484218089	2.71829612273	2.28314491073	3.50793942504	3.65382287294	3.66911641647	3.49271591221	6.16300650622	-0.124943999444	-0.059950259104	-0.0526629426241	-0.122074141803	0.614928081717	0.45262807002	0.426937735711	0.604556662882	0.526583413793	0.425787135276	0.418949954101	0.509418588153	6.58563535912	6.7681498829	6.73867595819	6.55728587319	2.48546901306	2.44668922748	2.45974685793	2.43396229082	12.8283019444	10.3256366239	10.6250895361	12.4758618215	3.97457953054	4.39609853616	4.04157982844	4.23385519196
1	2	804	28.0	83.0	1.00735044228	0.458637936145	1.0	0.788235294118	0.913861541877	33.9626015803	33.5410196625	14.8660687473	5.57716682564	5.0	29.0	30.1799566894	7.54141998357	105.146	0.960573476703	0.902483321457	0.0422329670219	0.0780677147436	0.0463982349537	0.0229067867025	0.00572899618195	0.0483933810034	0.0251679079132	0.00425564228511	0.00247373833284	0.00842217074176	0.00318259345121	0.0210223048581	0.00693464905144	0.00712810943956	0.00110576887105	0.00977057831324	0.0106469326768	0.00176258627725	0.000501773090862	0.00435431124093	0.00245381972965	0.00693716202546	0.00171320996876	0.00272680088483	0.0110074126369	0.00666327051114	0.00150962472484	0.00249488312191	0.00244081718367	7.35752285026	1.63635807419	3.24444346378	4.50597830025	7.65253210565	0.224550296145	1.59761172286	0.00103197479621	0.000861070351675	1.70364116854	0.00305180391297	0.00610360875726	0.00181088948504	0.00198707925729	0.00204798625782	0.0	0.0	0.00081976588558	0.00123029202864	0.00281457882375	25.1516928998	83.0159016584	26.828358209	82.7139303483	27.0	91.0	2	0.0611711	0.224603	0.459318	0.254908	1.06916489128	1.22844324671	1.39883067527	0.590622421987	0.343489830331	0.237886926554	0.169360024085	0.399977811733	0.0400120832647	0.0368611855098	0.0368150933616	0.0381802031124	4.36694677871	4.26126126126	4.69506726457	4.1706970128	0.146178228154	0.169279829911	0.067188999472	0.192514958472	1.61908320862	1.58890066382	1.60684749207	1.60129869642	1.89755902361	1.70894317741	1.75555957735	1.8453973926	3.48311413435	3.52693170867	3.52536003011	3.50630759049	20.7979690424	-0.0434499213221	-0.0311563562578	-0.0301361147016	-0.0389420915018	0.379204086471	0.325666481683	0.320282940068	0.36072021551	0.463481227149	0.438771879376	0.405665447929	0.473138809529	6.42857142857	6.59459459459	6.62331838565	6.4466571835	2.26311638956	2.27505394708	2.22359625312	2.27271008784	5.80232092837	5.94976057138	5.35287927232	6.1561161371	2.36479689915	2.70268692116	2.38053360324	2.61553310442
1	3	984	28.0	138.0	1.00729036752	0.455349171831	1.0	0.805896805897	0.901052372303	37.5292618019	36.8781778292	16.4924225025	6.12825747573	5.38516480713	32.0	33.4127874232	-89.0519357892	117.146	0.964705882353	0.917458391588	0.012011401584	0.0694246094157	0.0482594056511	0.00805084206603	0.00477065605756	0.0477640155903	0.0310712447816	0.00688880189347	0.00334197674568	0.00371154815143	0.00543386985972	0.02463802658	0.0131426625673	0.0034212961358	0.00288001944611	0.00099064972048	0.00280368769898	0.0026134668027	0.000990267944322	0.00656323722284	0.00135012478917	0.0074993539275	0.00156651083657	0.00297123883469	0.00255396939038	0.00178895116017	0.00208592743621	0.00270340359506	0.0040732306478	3.18080170648	4.14078482395	6.29305728901	11.537229738	8.23722975416	0.229362611048	1.94744567042	0.000564883986954	0.00126912590349	1.25257472374	0.00305180391297	0.0066713578999	0.00168648978712	0.00197911145368	0.00186734541785	0.000137020455441	0.0	0.00084774393105	0.00147653898685	0.00306042074226	26.5239963117	138.137733487	27.7682926829	138.281504065	30.0	131.0	3	0.0677236	0.294066	0.411889	0.226321	1.1691232355	1.58120612629	1.27854638145	0.521545822503	0.155368202399	0.062599784486	0.127766726529	0.450193778118	0.04916359304	0.0393491668368	0.0397138447216	0.0563120431549	4.0950744559	5.28399518652	5.44777911164	3.27231638418	0.355634636201	0.176222039741	0.151016112071	0.487113940381	1.59301815722	1.69244959023	1.70621299525	1.50448207501	2.08082096338	2.31863658678	2.39262763929	1.63622969134	3.43803954147	3.5398251777	3.52504143128	3.38525194369	8.16609548898	-0.0791083409188	-0.0372128233543	-0.0432217588674	-0.100279424017	0.49992787865	0.356784717985	0.382287706336	0.548356933294	0.52121162633	0.442533068377	0.439462052156	0.541935966183	6.01489117984	6.14560770156	6.13925570228	5.95706214689	2.34187908905	2.32706129394	2.32308718171	2.34479229336	8.53013335013	7.50587420952	7.33474950604	9.48516199049	2.97815199264	3.34894093353	3.00815836539	3.18301892815
1	4	876	28.0	189.0	1.04154330354	0.640611582621	1.0	0.816402609506	0.872600077222	38.2409756395	36.6742416418	13.9283882772	5.56247597393	5.0	28.0	29.363910295	-85.2256723122	112.318	0.957900492072	0.829262335456	0.00391428859219	0.112981028277	0.092711677699	0.00198078545391	0.00645256731095	0.0418276271547	0.0262207494515	0.00580471538822	0.00233660672852	0.0037074792812	0.00466708503896	0.000421942995085	0.00899162883969	0.0247951701499	0.00160178807943	0.0013997088923	0.00342041345984	0.004556085878	0.0016416127949	0.00591773350815	0.00881520648386	0.0173438197226	0.00399161094957	0.00110397092774	0.00136076035719	0.000724767474877	0.000765314345945	0.00311434093232	0.00106712635624	6.69970172283	3.56379881501	9.62977022849	6.76602835731	12.6441895645	0.205125220036	1.59436200759	0.000500269292388	0.00112095987424	1.10608528076	0.00249788281508	0.008331425488	0.00157788630797	0.00182004795387	0.00176183832809	5.36555999133e-05	0.0	0.000804603861251	0.0014413535846	0.00274662394077	26.4593708246	193.070815382	27.5570776256	192.934931507	31.0	196.0	4	0.050552	0.236922	0.480374	0.232152	1.13547500853	1.36541749694	1.43131874046	0.520115812264	0.196105980607	0.151372249786	0.271790708971	0.515351985547	0.0680165748216	0.0601238506286	0.0571834042908	0.0804148942369	2.93202614379	3.38904109589	3.43388429752	2.39949109415	0.179627457004	0.0578370777159	0.0453261730268	0.327434032465	1.45330943346	1.5184222525	1.51887950034	1.37634166093	1.5201230296	1.53496716082	1.50997009919	1.27362430317	2.9955293242	3.06751184133	3.09362199013	2.95643230704	18.1809644189	-0.0668190023899	-0.0400078364136	-0.0257177622717	-0.0835136634523	0.43465118585	0.344423406966	0.279397970751	0.476628695045	0.563866950261	0.505863422463	0.495260997133	0.594220959241	4.84836601307	4.94794520548	4.96005509642	4.78117048346	2.03993295994	2.00964910271	2.01221979978	2.04771549831	4.17831432355	3.78359166823	3.7408286471	4.73582865541	1.68789781708	1.87120285232	1.70523415978	1.78482217431
1	5	961	28.0	245.0	1.02287663349	0.575755251103	1.0	0.790296052632	0.897866935701	38.7395115138	37.6961536499	15.1327459504	5.95491389864	5.09901951359	30.0744175045	31.6742805773	76.6048129065	115.974	0.964375313598	0.859915472416	0.0239266149182	0.102213133947	0.075071563541	0.0114976978007	0.00530655155021	0.0496695592509	0.0301485900369	0.00622831614223	0.00684496792988	0.0067135932222	0.00541462581061	0.00977983303703	0.00202849251735	0.0148782896426	0.000674433801139	0.00572774302604	0.00573847185796	0.00538088129432	0.00407428503842	0.00582888544037	0.00982439311265	0.0159527208413	0.00257735689938	0.00194309945271	0.00147961186694	0.00420317199058	0.00376072076619	0.0052573228064	0.00310508741876	2.91622095512	4.18034771672	5.70801562275	2.71977953018	10.1535353293	0.233752218101	2.06052164139	0.000788266290328	0.00118977832608	0.81080261213	0.00267032906413	0.00845349766314	0.00171876630956	0.00214414322726	0.00197752320673	1.71474130184e-05	0.0	0.000791993062453	0.00156772865544	0.00317387655377	27.049997643	244.719598897	27.8335067638	244.928199792	36.0	249.0	5	0.0642864	0.288841	0.420314	0.226559	1.16564645787	1.59526491508	1.28228987039	0.51962600844	0.13436089741	0.106737266132	0.239970642017	0.423375292568	0.0576839710681	0.0484533775703	0.0495958321511	0.0687961508904	2.75442739079	3.65838509317	3.70761670762	2.22658959538	0.391439267139	0.194178068281	0.185860445059	0.508147262613	1.43122071825	1.54183641794	1.54252109974	1.34513433191	1.37442658233	1.66344816944	1.62750152431	1.11496675465	3.184178863	3.27263204455	3.26490572773	3.10571245634	8.12342456038	-0.0763887807523	-0.0438169133993	-0.0401833670619	-0.117398398864	0.475071168283	0.37055222229	0.355803447831	0.567073666633	0.557443588353	0.497639712054	0.484261097902	0.58390486215	5.31641086187	5.44968944099	5.41277641278	5.24855491329	2.20592356976	2.18146931336	2.16938993089	2.19968665831	6.23518522907	5.39777940666	5.36769917114	6.82723779612	2.12368397943	2.3620385016	2.13851728655	2.25536436232
1	6	926	25.0	303.0	1.0220027615	0.56115421267	1.0	0.807323452485	0.88135435694	37.8255744662	36.6742416418	15.0	5.83754109635	5.0	29.7060805141	31.3086543511	-9.62554870498	114.904	0.959585492228	0.868049695507	0.0160328313222	0.0973678637247	0.0720122377046	0.00841229641191	0.00795031959747	0.0492324333507	0.028527482714	0.0143139993514	0.00271063213457	0.00588054227977	0.00442301706807	0.0124167575465	0.00252072739242	0.0109329190982	0.00259425068074	0.0020007612101	0.00431676403216	0.00546433226194	0.00407705051341	0.0023277615977	0.0114949394233	0.0137068293209	0.00875727422697	0.000567582990538	0.000953475017154	0.00173427108745	0.00397427542179	0.00533711891689	0.00354607958305	3.56852587979	3.26694850626	4.68562551172	4.14566677989	4.68748352349	0.226824701109	1.78382480811	0.000630994501989	0.00115501449909	2.30345842726	0.00305180437863	0.00953623466194	0.00171836894779	0.00192637668263	0.00181115267333	0.000184911899851	0.0	0.000875334114392	0.0014368917329	0.00291627796832	25.073450913	302.752456583	27.3768898488	302.742980562	32.0	294.0	6	0.0749942	0.258163	0.43638	0.230463	1.44676395102	1.4229690759	1.35146521665	0.519241861618	0.128109633293	0.298062081274	0.154727442089	0.427843774387	0.0892577919523	0.0697695112888	0.0687501677897	0.0783322520185	1.70468187275	2.35815147625	2.59585492228	1.93259803922	0.376079846739	0.149648424586	0.0589982006343	0.299909412621	1.2390654123	1.33874917377	1.38966801986	1.26779396662	0.932477672942	1.0499323546	1.16950119466	1.00241343474	2.70425777361	2.84743373513	2.83585594414	2.79973813915	4.85627586255	-0.115303451155	-0.0405070279853	-0.0545908820689	-0.059670309232	0.532920477294	0.334245091013	0.38441318323	0.397887770965	0.639782066673	0.542814607427	0.535545524189	0.608216551326	4.48019207683	4.5917843389	4.61917098446	4.5012254902	1.94996297705	1.93173290745	1.90090689781	1.95649731061	3.72619828243	3.17353969162	2.91196407957	3.58823379229	1.30968786074	1.43282342492	1.33517007168	1.38662864043
1	7	839	29.0	357.0	1.01657054478	0.527540121602	1.0	0.749107142857	0.881114728618	35.5306354649	34.7131099154	14.7648230602	5.58376684008	5.0	29.0688837075	30.1843449122	-20.1777620586	109.388	0.955580865604	0.886182578976	0.0140963196715	0.087401388332	0.0648422614387	0.00755713375121	0.0183714371192	0.0483110968679	0.0324250489997	0.00951318167455	0.00114562872617	0.00597431892595	0.000960233116045	0.0145490612764	0.00702634807484	0.00882820158158	0.00102256116682	0.00294297999798	0.00442201520077	0.00822158427815	0.00190912620425	0.00301165257769	0.00780337852499	0.0132902195654	0.00347631929893	0.00188051747869	0.00428909590395	0.00410474367914	0.00659981020076	0.00160746562256	0.000526078761559	6.89694223141	9.28594739937	7.07526009555	1.11664983848	7.56346057531	0.216036843442	1.52766859852	0.000798215594841	0.000904342799913	1.56415008925	0.00275241094641	0.00721751712263	0.00166182187263	0.00182082073721	0.00184112385614	0.000122116340208	0.0	0.000760164173739	0.0012676999259	0.00258631294128	25.7783893462	357.820005264	27.3420738975	357.858164482	27.0	362.0	7	0.060243	0.233147	0.431391	0.275219	1.09878026257	1.29543148366	1.31136612184	0.630898594286	0.256663092792	0.165904132585	0.133802827971	0.499895474312	0.0584567674246	0.0523977667119	0.0516253027076	0.0558805841605	3.10901749664	3.42978723404	3.60461760462	3.28610354223	0.181637498497	0.0986469943645	0.05370223323	0.144896637021	1.47943889618	1.50744906826	1.53579321337	1.50344924323	1.46730815562	1.49749006589	1.59665090401	1.63904253503	3.1242908776	3.18994204723	3.19801384626	3.16689933912	12.6720055974	-0.0619709984179	-0.0327424489349	-0.0321529361645	-0.0403531084291	0.425779718656	0.317603420352	0.315396357096	0.349734371625	0.52695820977	0.489284412168	0.489176606824	0.535075300929	5.27052489906	5.39858156028	5.43434343434	5.27792915531	2.08557372231	2.07868042232	2.06124401194	2.0839201709	4.45036944184	4.15744479654	3.98883495853	4.39959462168	1.78399743501	2.00262361048	1.77873144973	1.91579304917
1	8	882	28.0	412.0	1.01679573649	0.541710157428	1.0	0.816666666667	0.920474707308	36.5925203459	35.902646142	15.0	5.79071024569	5.0	29.0	30.7584046223	89.0281128415	109.732	0.967635765222	0.870505270541	0.0264654679764	0.0983891523308	0.0657228380681	0.00884149635066	0.00793908043787	0.0537580714804	0.0298076720124	0.00474571745933	0.00788561001592	0.00457294109892	0.00765186560521	0.0170747714743	0.00384308768021	0.0148913148549	0.00275227187588	0.0100444610514	0.00596905213466	0.00430070749273	0.00100036668773	0.00103167490256	0.00756869105383	0.0140759008877	0.00156911623914	0.00158288018015	0.00353501313585	0.000746224531655	0.00129569768141	0.0046987920158	0.00162991616341	7.11297179249	7.12044963791	5.24210063691	11.7045254152	6.48961750194	0.223794402787	1.62585733302	0.000658134464175	0.00102333992254	0.974487294131	0.0027313651517	0.00657663866878	0.00174839377178	0.00184337566102	0.00177103176247	0.000204920565011	0.0	0.000723697334729	0.00139304959629	0.00267786695622	27.014929992	412.935488124	27.9727891156	412.756235828	26.0	415.0	8	0.0669659	0.262828	0.432437	0.237769	1.20538553596	1.41350288616	1.33827863179	0.546125586843	0.212800825272	0.189977599633	0.163395964303	0.416956671436	0.04223170349	0.0372353317029	0.0373822166406	0.0502722936435	4.85529715762	5.29810298103	5.55149051491	3.41792929293	0.132713538932	0.0479106549957	0.0105199057001	0.387527503269	1.6616268695	1.69302198862	1.71182574159	1.52189529757	2.21362231169	2.261631451	2.23987962779	1.65023817723	3.44523408804	3.49857587248	3.50107070258	3.38713945952	11.3585287849	-0.0408514591762	-0.0321510031046	-0.0266519039519	-0.0683910935302	0.367284633627	0.32944793724	0.301371022786	0.462088669814	0.464593927822	0.436340909942	0.413077884197	0.523039014951	5.79328165375	5.9512195122	5.93360433604	5.73611111111	2.25968049541	2.24212273182	2.23302616854	2.30243264642	6.29060085866	5.79978848569	5.64464310632	7.74223134119	2.65758100809	2.87984812097	2.6822823716	2.80575961637
1	9	934	28.0	465.0	1.01700473789	0.526048718838	1.0	0.786195286195	0.894315443267	37.4735402894	36.7695526217	15.1327459504	5.85936837063	5.09901951359	30.0757453559	31.869538521	-74.1753557019	114.56	0.96239052035	0.87959004052	0.0133108985463	0.0923523291153	0.0632245876058	0.00668610389407	0.00266904793544	0.0521619725209	0.0270455920615	0.015745834943	0.0046662276695	0.00702508898832	0.00570584689837	0.0193142991108	0.000583272634818	0.00976721417044	0.00586421825967	0.00350304848545	0.00657242513987	0.00205740932985	0.00434610298973	0.00338291579679	0.00998991117016	0.0158428888843	0.00666186456649	0.00289173987983	0.0013955457132	0.00254141773525	0.0030272417133	0.00324749942108	0.00238837462483	4.97625460193	5.75967600795	5.28269221361	1.05529977516	3.6072428444	0.234068810307	1.77393890523	0.000910248985747	0.000888377893716	1.34767133253	0.00279240123928	0.00686367414892	0.00174678216647	0.00189929218976	0.00196256069466	6.50797373964e-05	0.0	0.000758008736896	0.00123968246366	0.00265933806077	25.9545545663	467.684798067	27.2066381156	467.186295503	37.0	462.0	9	0.0546351	0.212945	0.480655	0.251765	1.04141169437	1.16994266826	1.50648370945	0.563905061292	0.121931303361	0.225904445769	0.145654713034	0.417015239981	0.050082371357	0.0480053086286	0.0481620956094	0.0517895944638	3.55690072639	3.93519695044	3.9014084507	2.83233532934	0.126858507844	0.0384684388372	0.0322698558877	0.313174684964	1.53446269107	1.56100710411	1.57408213405	1.43913940587	1.7445198131	1.69091123385	1.73700613646	1.37792821543	3.25825347364	3.28636682835	3.30383290811	3.24383983187	4.9117678905	-0.051158248407	-0.0421244473132	-0.0357232906799	-0.0613274409494	0.397235870494	0.364430211577	0.337007726476	0.43099098791	0.521558170751	0.466693370425	0.483097345119	0.546403765784	5.66343825666	5.76747141042	5.81434058899	5.61317365269	2.13376685923	2.10191691569	2.08236858885	2.18814913765	4.5574283721	4.21657848552	4.14862917465	5.41323962853	1.90337781191	2.16959518478	1.90889581465	2.08831295493
1	10	881	28.0	522.0	1.00170401414	0.32065717681	1.0	0.785204991087	0.896185880318	34.4285058124	34.4818792991	16.1245154966	5.83650119893	5.0	32.0	32.6105195933	58.5359980228	111.146	0.960741548528	0.940297875177	0.0137771490065	0.054463409023	0.0219044507453	0.0105193853558	0.00310026576582	0.0450080634833	0.0173091817488	0.00841144781291	0.006134920058	0.00344458388836	0.00410525745733	0.0331089767993	0.0116986000183	0.00689334578143	0.00105700111383	0.0021447642087	0.0035557570445	0.00314834011219	0.00237966660369	0.0208322452361	0.00624616686503	0.00513750412326	0.000505585349459	0.00273965755416	0.00255886685999	0.00324637902336	0.00261104670048	0.00107497534836	0.00353353214391	2.0593070681	1.94766067079	8.52276585912	4.07883112684	3.44448955015	0.224564869324	1.91331095431	0.000694758724421	0.00135566186509	1.04399382414	0.00295387511142	0.00573739223182	0.00172742207172	0.00217174909683	0.00222211738583	3.50189548044e-05	0.0	0.000863642095892	0.0015342009601	0.00342946569435	27.146216447	522.303980261	28.1623155505	522.543700341	30.0	516.0	10	0.073292	0.295469	0.421792	0.209447	1.26608379463	1.59698316235	1.32241586296	0.47803784185	0.081792850952	0.109163133568	0.0552052665492	0.47695990366	0.0339578242077	0.0269128603822	0.0285307430199	0.0376829036963	5.3324775353	7.71156462585	7.29245283019	5.06905370844	0.428293806515	0.164039750447	0.217407665595	0.462326496669	1.67484022867	1.83928498433	1.82316040999	1.67455200257	2.80686703766	3.31013188949	3.25462798149	2.48937408834	3.68753446553	3.8171721736	3.78415677455	3.65852355866	7.14607543821	-0.109830565673	-0.0531214551492	-0.0645133562206	-0.114808207327	0.593032878709	0.435935625066	0.474644299169	0.600280388574	0.501858574168	0.391826625037	0.411923210425	0.485067598063	7.43003851091	7.67346938776	7.61051212938	7.37340153453	2.55965617216	2.51621496879	2.5327650833	2.5416923856	13.1719346583	10.685214494	11.2755229183	13.7864024961	4.33325368589	4.86724235272	4.35446560255	4.72361509933
1	11	820	27.0	578.0	1.01365328958	0.517146183034	1.0	0.803921568627	0.911612181477	34.9668274087	34.205262753	14.7648230602	5.5924816249	5.0	28.9342217657	29.9280057583	-76.6816557316	106.318	0.961876832845	0.885914262543	0.0185325112393	0.0895791122954	0.0619671075548	0.0145729595723	0.00867852608	0.0519807700917	0.0324336810905	0.00828909226652	0.00981792103436	0.00101204408297	0.0050575662206	0.0171413011046	0.00694200829268	0.00728594783913	0.00312576280308	0.00569290748092	0.00482593320845	0.00637050964003	0.00386708626621	0.00370775817999	0.00751201486891	0.010836267325	0.00435558924598	0.00147791398433	0.00313622820938	0.00615392024625	0.00448527158764	0.00457456904894	0.00637987965246	7.42582872169	6.56768541053	9.65685132599	8.25551645657	8.94447742897	0.213338519628	1.50825278737	0.000703414727468	0.000985882419627	1.85906515384	0.00325205922127	0.008011482656	0.00172047193249	0.00183933266753	0.00190555804875	8.90633309609e-05	0.0	0.000972763384924	0.00131920332313	0.00274142040871	25.1437836626	578.541230511	27.0012195122	578.463414634	17.0	581.0	11	0.063516	0.211912	0.474224	0.250347	1.13224104695	1.15078107805	1.45641965366	0.576642969351	0.173689352846	0.186800795776	0.18208774274	0.61006027844	0.0628797107409	0.0609707496404	0.0577667098491	0.06544942766	2.99721448468	3.23357664234	3.29437869822	2.55479452055	0.072999435692	0.00179324775201	-0.0242805831136	0.208472158055	1.46487008908	1.48905533317	1.48501844666	1.40359074778	1.41200021725	1.40219724013	1.37312025139	1.27758491274	3.01716941325	3.04484139194	3.06127132364	3.00989045725	8.50857853174	-0.0347044638278	-0.0276269764451	-0.0267029735491	-0.0411511621604	0.318531484928	0.286294855077	0.282086203822	0.344809740941	0.529325211724	0.499552135284	0.48382432541	0.567263658005	4.96657381616	5.0700729927	5.10207100592	4.94931506849	1.97382068223	1.95393372733	1.95210250242	2.01686525991	3.41670998828	3.20384889978	3.11532115472	3.90017076375	1.50946415686	1.69668282807	1.53521191485	1.63530868831
